,Tweet,Brand/Product,Emotion,Brand
393,"RE: group chat apps for #SXSW, now been told to d/l two more apps (not yet avail on Android). This point, I'll need phone JUST for apps.",android,Neutral,Google
394,"Remember, chime in with tweets about your #nasatweetup experience between 2:15pm - 3pm Central time for #sxsw session - {link}",Unknown,Neutral,Unknown
395,"The Daily Chord - Tuesday, March 8: 
Hackers discover Google's music serviceStory from Rollin... {link} #sxsw #music #news",google,Neutral,Google
396,"The Daily Chord - Tuesday, March 8: 
Hackers discover Google's music serviceStory from Rolling Stone.


Mo... {link} #SXSW",google,Neutral,Google
397,Google to Circle Austin? #sxsw {link},google,Neutral,Google
398,No Google Circles at #SxSW {link} (ht @mention ) (maybe they're reconsidering the shape?),google,Neutral,Google
399,Is Google Circles just Buzz with the corners rounded off? Might we find out today? {link} #sxsw #google,google,Neutral,Google
400,NO Google Circles! RT @mention We're not launching any products at #SXSW but we're doing plenty else.,google,Neutral,Google
401,"10 Austin Classics not to be missed at #SXSW. m4blog.com
Twitter for iPhone Û¢ 3/12/11 12:40 PM",iphone,Neutral,Apple
402,"tools for collaboration across boundaries ~ google, webex, dropbox, whiteboarding, basecamp, join.me, ipad #sxsw #evolvingworkplace",google,Neutral,Google
403,Trying to collaborate on #sxsw events with a few friends. Google Calendar or Plancast?,google,Neutral,Google
404,"At #SXSW? come hear me speak in 40 mins. Designing iPad Interfaces - New Navigation Schemas in Ballrm A, 11:00am #UXDes @mention",ipad,Neutral,Apple
405,"iPad 2 is coming out at #SXSW, guess Apple's pretty desperate to give it attention.",Apple,Negative,Apple
406,"If you're coming to #SXSW be sure to download the SXSW Go app, it has all the schedules and locations of the events. {link}",iPad or iPhone App,Positive,Apple
407,Seriously considering leaving my MacBook Pro at home and flying solo with the iPad for a week. Think I can make it work? #sxsw,iPad,Positive,Apple
408,Among the cool/goofy things I've spied at #SxSW today - iPad case made to look like an EtchnSketch; grown up game of tug o' war.,ipad,Neutral,Apple
409,wishes he could be at the @mention / @mention / @mention party at #sxsw instead of doing homework for tomorrow...,Unknown,Neutral,Unknown
410,If only I could find @mention at #SXSW. He's probably fitIng with his iPad.,ipad,Neutral,Apple
411,Check out Coyne PR updates from #sxsw {link} via @mention,Unknown,Neutral,Unknown
412,It's just crazy to look around sxsw and realize last year no one had an iPad. #sxsw,ipad,Neutral,Apple
414,"Crazy big crowds now. #SXSW @mention Apple Store, SXSW {link}",apple,Neutral,Apple
415,"If u read d article,google say it's a rumor ÛÏ@mention to Launch Major New Social Network Called Circles,{link} #sxswÛ",google,Neutral,Google
416,At #SXSW? D/L @mention 4 iPhone &amp; come to the UJ* booth in ACC hall 2! Snap pics &amp; send em to us! #FightThePaddle! {link},iphone,Neutral,Apple
417,Shipments daily - follow @mention #AppleATXdt 4 updates RT @mention Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,apple,Negative,Apple
418,It's only day 3 and I'm too tired to hold up my iPad. This week will be the death of me. But it will be a happy death. #sxsw,ipad,Neutral,Apple
419,"Beautiful day in #austin! Come by and grab a slice or two. If you check in on #google, you can get a deal. #sxswi #SXSW",google,Neutral,Google
420,Four more days! #ipad #sxsw #weekend #battlela,iPad,Positive,Apple
421,IPhone is dead. Find me on the secret batphone #sxsw.,iPhone,Negative,Apple
422,Google to debut new selective social network today at #sxsw ? @mention {link}  #google #circles,google,Neutral,Google
423,"Trying to decide what session to attend at #sxsw, but Marissa Meyer @mention later today is a given.",Unknown,Neutral,Unknown
424,excellent deck there too RT @mention Nth time lucky: Google's new social network about to launch. Maybe. {link} #sxsw,google,Neutral,Google
425,&quot;the default state of users is more leisurely and contemplative&quot; @mention #ipad #sxsw,ipad,Neutral,Apple
426,Mobile is definitely the hot topic this year. Every session is standing room only. Next  - lessons learnt building Netflix iPhone app #sxsw,iphone,Neutral,Apple
427,Did Apple deliberately chose March 11 for the iPad 2 availability knowing that a large chunk of their customer base will be at #SXSW?,apple,Neutral,Apple
428,Google TV demo at the league for extraordinary hackers. Cool stuff! I like Web apps on TV. #google #sxsw #lxh,Other Google product or service,Positive,Google
429,Best iPad design: Big chunky elements. Generous space. Clarity trumps density. Tap quality trumps tap quantity. #tapworthy #sxsw,iPad,Positive,Apple
430,Attending Designing iPad Interfaces - New Navigation Schemas w/ @mention Great stuff so far.  #sxsw,iPad,Positive,Apple
431,"Attending Designing iPad Interfaces - New Navigation Schemas. With AKQA's Lynn Teo. Ballroom A. And yes, we are hiring. #sxsw",ipad,Neutral,Apple
432,"Check out Designing for Android at SXSW.
{link} #SXSW #UXAmandroid",android,Neutral,Google
433,Check out Designing iPad Interfaces - New Navigation Schemas #SXSW #UXDes,ipad,Neutral,Apple
434,"Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",ipad,Neutral,Apple
435,"Headed to Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",ipad,Neutral,Apple
436,"Taking in Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",ipad,Neutral,Apple
437,Adobe has developed an engine to essentially convert SWF files to jQuery/HTML5.  So existing flash files can be portable on your ipad. #sxsw,ipad,Neutral,Apple
438,"I'm not a developer, but awesome name for the event! RT @mention Join the League of Extraordinary #H4ckers at #SXSW! {link}",Unknown,Neutral,Unknown
439,Behaviour diff. Lots of phone calls while using ipad/laptop. Notsomuch with the mobiles internets. #sxsw,ipad,Neutral,Apple
440,Lovin the digital! @mention band sings into iPhone &amp; plays guitar app as fans record vids on iPad2s #CNN Digital #cnngrill #sxsw #sxswi,ipad,Positive,Apple
442,Why Barry Diller thinks iPad only content is nuts @mention #SXSW @mention {link} @mention,iPad,Negative,Apple
443,We really DO need another big social network right now - thanks! #SXSW #Google {link},Other Google product or service,Positive,Google
444,Q2 - What do u think of Google's check in offers? Testing at #sxsw {link} #smccolumbus,google,Neutral,Google
445,In Japan: Docomo introduced mobile apps six years before Apple came out with app store. #jpmobilesummit #sxsw,Apple,Negative,Apple
446,What time does the #apple store at #sxsw open? Pulling the #ipad2 trigger.,apple,Neutral,Apple
447,At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @mention in ... {link},Unknown,Neutral,Unknown
448,At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @mention in ACC 9ABC at 3:30 CST!,Unknown,Neutral,Unknown
449,"Too bad I don't have a _ button!
RT @mention I know its #SXSW time when I have an abnormal amount of app updates on my iPhone.",iphone,Neutral,Apple
450,Web Devs: Don't wait in line for iPad 2 at #sxsw signup for New Relic using promo SXSW2011 and be eligible to win one {link},ipad,Neutral,Apple
451,ÛÏ@mention Download 20+ FREE tracks from the #SXSW Music Sampler available on @mention store today!  {link},Unknown,Neutral,Unknown
452,ÛÏ@mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link},Unknown,Neutral,Unknown
453,ÛÏ@mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link} #fb,Unknown,Neutral,Unknown
454,ÛÏ@mention DownloadFREE tracks from the #SXSW Music Sampler available @mention {link} - where are the green lady killers!,Unknown,Neutral,Unknown
455,"guess who drew a bigger crowd at #sxsw: @mention or a chimp that could work an #iPhone? Sorry, @mention",iphone,Neutral,Apple
456,Jeez guys dunno about an Apple pop-up over a Gold's Gym. Do u realize how un-Jobs-aesthetic that is? #SXSW #Apple,Apple,Negative,Apple
457,Is anyone else using #hashable to network at #sxsw this week? Trying out the android version...,android,Neutral,Google
458,@mention  Enjoy #Sxsw and ride anywhere in Austin for $10 . download the #GroundLink app {link} booth 437,Unknown,Neutral,Unknown
459,@mention  Enjoy #Sxsw and ride anywhere in Austin for $10 . dwnld the #GroundLink app{link} booth 437,Unknown,Neutral,Unknown
460,"Before It Even Begins, #Apple #Winning #SXSW {link} via @mention @mention",apple,Neutral,Apple
461,"Before It Even Begins, #Apple Wins #SXSW {link} #tc #apple",Apple,Positive,Apple
462,"Before It Even Begins, #Apple Wins #SXSW {link} by @mention",Apple,Positive,Apple
463,"Before it even begins, #Apple wins #SXSW {link} Opening a temporary store in downtown Austin to support #iPad2 launch #genius",Apple,Positive,Apple
464,"Before It Even Begins, #Apple Wins #SXSW: Over the past week, thereÛªs been a major dilemma inÛ_ {link}",apple,Neutral,Apple
465,"Before It Even Begins, Apple Wins #SXSW - TechCrunch - {link} #ipad",Apple,Positive,Apple
466,"Before It Even Begins, Apple Wins #SXSW {link}",Apple,Positive,Apple
467,"Before it even begins, Apple wins #SXSW {link}",Apple,Positive,Apple
468,"Before It Even Begins, Apple Wins #SXSW {link}",Apple,Positive,Apple
469,"Before It Even Begins, Apple Wins #SXSW {link} /by @mention for @mention",Apple,Positive,Apple
470,"Before It Even Begins, Apple Wins #SXSW {link} /via @mention by @mention for @mention",Apple,Positive,Apple
471,"Before It Even Begins, Apple Wins #SXSW {link} on @mention",Apple,Positive,Apple
472,"Before It Even Begins, Apple Wins #SXSW {link} via @mention",Apple,Positive,Apple
473,"Before It Even Begins, Apple WinsåÊ#SxSW, {link} -&gt; gonna get sum! via @mention",Apple,Positive,Apple
474,"Before It Even Begins, Apple Wins SXSW - TechCrunch {link} #sxsw",Apple,Positive,Apple
475,"Before It Even Begins, Apple Wins SXSW {link} &lt;&lt; who will win big at #SXSW ?",Apple,Positive,Apple
476,"Before It Even Begins, Apple Wins SXSW {link} #Apple #iPad2 #PM #SXSW",Apple,Positive,Apple
477,"Before It Even Begins, Apple Wins SXSW {link} #apple #ipad2 #SXSW #TC",Apple,Positive,Apple
478,"Before It Even Begins, Apple WinsåÊSXSW {link} #apple #sxsw",Apple,Positive,Apple
479,"Before It Even Begins, Apple Wins SXSW {link} #tc #apple #ipad2 #sxsw",Apple,Positive,Apple
480,"Before It Even Begins, Apple WinsåÊSXSW {link} via @mention #apple #sxsw",Apple,Positive,Apple
481,"Before It Even Begins, Apple Wins SXSW: {link} Via @mention @mention #Apple #SXSW",Apple,Positive,Apple
482,Badgeless event! Free Drinks! ÛÏ@mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÌÁo #sxswÛ,Google,Positive,Google
483,"BEST SWAG EVER. Thanks @mention My charging iPhone thanks you, too. #SXSW {link}",iPhone,Positive,Apple
484,"Thanks to everyone for making it a great day in the shop today. if you're in Austin, come by and see us tomorrow {link} #sxsw",Unknown,Neutral,Unknown
485,Thanks to everyone who came by today. Good luck on winning the iPad. Stop by tomorrow for more chances to win. #sxsw,ipad,Neutral,Apple
486,Timing is everything! iPad 2: Brand Winner at SXSW by @mention {link} #pnid #sxsw,iPad,Positive,Apple
487,"Hey #sxsw exhibitors, why not capture your booth experience with a Retrollect disc? Most popular disc wins iPad 2! {link}",iPad,Positive,Apple
489,#4sq sees Facebook and Google as competition via @mention #checkins #sxsw,google,Neutral,Google
490,#SXSW has fantastic schedule app for iphone! Bummer I am still crackberry!,iPad or iPhone App,Positive,Apple
491,"Photo: By far, the best #sxsw accessory is an ipad. Followed closely by a margarita. ;-) {link}",iPad,Positive,Apple
492,One of my fav photos of #SXSW so far @mention &amp;  @mention #google #SXSW {link},Google,Positive,Google
493,"Watch out FB 4 big brother RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",google,Neutral,Google
494,I think I fell a bit more in love with #google today. Thanks for throwing the nerd party at the speakeasy during #SxSW,Google,Positive,Google
495,"The way I figure, an iPad 2 is a good replacement for not making it to #SXSW this year.",iPad,Positive,Apple
496,"At a DSLR film discussion moderated by Guy Kawasaki, of Apple fame. Packed house! #SXSW",apple,Neutral,Apple
497,"Get #SXSW film red carpet coverage from @mention CW Austin Star Mandy Dugan on Grouped{in}, get the app {link}",Unknown,Neutral,Unknown
498,I need to find a better #SXSW stream to follow. The inane iPad 2 tweets are surely not what SouthBy is about,iPad,Negative,Apple
499,ÛÏ@mention Find out if you are stupid with our Stupid Game for you #iPad currently on special #sxsw sale! {link},ipad,Neutral,Apple
500,Do it! RT Find the hottest spots @mention w/ @mention Hot Spots #SXSW app on #WP7 {link} or iPhone {link},iphone,Positive,Apple
501,Trying to find the apple pop up store #sxsw #widfy,apple,Neutral,Apple
502,Is he the first person in the queue at the new apple store in Austin? May we be #sxsw  {link},apple,Neutral,Apple
503,#technews Flipboard Adds Instagram Photos and Social Search [Apps] {link} #Tech_News #Apple #Social_Search #SXSW #tech,apple,Neutral,Apple
504,il CEO di flipboard annuncia la versione iPhone ÛÏ@mention @mention next platform for Flipboard is the iPhone Team started working on it #SXSW,iphone,Neutral,Apple
505,"Google is focusing on bridging the digital/physical divide. Eg. maps, streetview, hotpot &amp; autonomous driving. #sxsw @mention",Google,Positive,Google
506,Hey #SXSW folks please keep us posted on Google #Circles. Hope you're all having a blast! {link},Other Google product or service,Positive,Google
507,Hey #SXSW folks: free lunch from La Condesa at the Pepsi Max Lot! Map: {link},Unknown,Neutral,Unknown
508,#Apple To Follow Its Customers To #SXSW - Forbes - {link} - Alcoholics call this Û÷enabling.Ûª The rest of us call it genius.,Apple,Positive,Apple
509,"Please RT Follow the next big #college social network @mention chance to win an #iPad at 7,000 followers #socialmedia #SXSW",ipad,Neutral,Apple
510,"Gear list for #SXSW music: iPhone (VZW), Blackberry (Sprint), iPad, Jambox, HP elitebook. Lacking good, portable headphones. Suggestions?",ipad,Neutral,Apple
511,"Preparing for #sxsw talk about #google doodles with @mention It will be fun! Friday, 5pm: {link}",google,Neutral,Google
512,Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2,Apple,Positive,Apple
513,"Saving up for iPad2 photo at Apple Store, #SXSW {link}  by @mention @mention @mention @mention @jerranalley @tbalinas",apple,Neutral,Apple
514,Wish list for tech?  #NTN #SXSW Google Apps helps level the playing field for kids who may not have software at home,Android App,Positive,Google
515,Designing for the iPad? Catch @mention Matt Carlson &amp; @mention Matthew Davis at #SXSW (Mon. 9:30) at the Hilton. {link},ipad,Neutral,Apple
516,Hitlantis for the iPad. Cool song explorer app. Hitlantis.com. #sxsw #musicviz,iPad or iPhone App,Positive,Apple
517,Searching for the temporary Apple Store at #sxsw.,apple,Neutral,Apple
518,Thank you for these! RT @mention Public notes for &quot;5 steps to bulletproof UX strategy&quot;: {link} #sxsw #rhjr_ux5. Via @mention,Unknown,Neutral,Unknown
519,A queue's forming at the Austin #SXSW pop-up Apple store {link} The guy at the front's been there since 5am apparently!,apple,Neutral,Apple
520,"we're all frankenstein! the amalgamation of our fragmented digital identities, becoming anti-schizophrenic, google as AI. SM is sci-fi #sxsw",google,Neutral,Google
521,Who wants free #music? Free #SXSW sampler album on #iTunes. Download it now. (Link opens iTunes) {link},Unknown,Neutral,Unknown
522,There's a free 22-song sampler available for download on iTunes of artists playing at #SXSW - check it out here {link} #music,Unknown,Neutral,Unknown
523,&quot;Win free iPad 2 from webdoc.com #SXSW RT&quot;,ipad,Neutral,Apple
524,Grab some free music: SXSW 2011 Showcasing Artists MP3 Torrents are in the wild. {link} #sxsw,Unknown,Neutral,Unknown
525,Hey #SXSW friends -- anyone have an iPhone charger that @mention can borrow TONIGHT? LMK.,iphone,Neutral,Apple
526,Any of my friends at SxSW willing to pick me up an iPad - will pay a premium. DM me #sxsw #atl {link},iPad,Positive,Apple
527,Good talk from AKQAs @mention on iPad interface w/ callback to design principles. My wish: go beyond media/marketing examples. #fb #SxSW,iPad,Positive,Apple
528,Person in front of me just took a picture with his new iPad #sxsw,iPad,Positive,Apple
529,"Tessie S, frontwoman for Intimate Stranger, has ink in the most painful places to get ink on. Respect.  Location: {link}  #sxsw",Unknown,Neutral,Unknown
530,&quot;the future of local is contextual discovery.&quot; Google's Marissa Mayer argues 'where' is exceptionally valuable for any type of search. #SXSW,google,Neutral,Google
531,&quot;the future of touch user interface design&quot; wondering if the presentation (by microsoft employees) will mention the ipad. #sxsw,ipad,Neutral,Apple
532,SXSW Geek Games: Compete To Gain VIP Status &amp; Win Big Prizes: We all know... {link} #mashable #geek_games #sxsw #Cyber #iPhone,iphone,Neutral,Apple
533,"ÛÏ@mention Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link} - Boom!",Unknown,Neutral,Unknown
534,Zazzle is gearing up to hit #SXSW! Look out for our tweets on where you can come by to create your own iPhone case! #zazzlesxsw,iphone,Neutral,Apple
535,Marketing Genius: Apple opens pop up store outside of #SXSW {link},Apple,Positive,Apple
536,ÛÏ@mention Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link},apple,Neutral,Apple
537,Trying to get into the #Google 80's Retro Party at Maggie Mae's. Line is huge. Hope it is worth the wait #sxsw #sxsw2011,google,Neutral,Google
538,ÛÏ@mention Get ready for the word &quot;Circles&quot; to be trending #SXSWi #SXSW :)Û #Google #Circles #social,Other Google product or service,Positive,Google
539,At #SXSW? Get the SoundCloud iPhone app {link} and start recording. Use 4sq geotagging to be on the map: {link},iphone,Neutral,Apple
540,"After you get your food, don't forget to snap a photo to win a MacBook air, iPad 2, or Apple TV! #sxsw",iPad,Positive,Apple
541,"Austin is getting full, and #SXSW is underway.  I can tell because my iPhone is an intermittent brick. #crowded",iPhone,Negative,Apple
542,Google to give social networking another try with &quot;Circles&quot;: via @mention @mention  {link} #sxsw,google,Neutral,Google
543,"#at&amp;t giving away amazing prizes..iPhone, Android, kindle, tablets...amazing. happening now at the Sheraton.#SXSW.",android,Neutral,Google
544,Zaarly is giving away an iPad 2 during #SxSW to the person with the most beta signup referrals {link} #craigslistkiller,ipad,Neutral,Apple
545,Google is giving free Google Labs laptops to open source coders who r attending this meet-up. #sxsw I got a cupcake:-),Google,Positive,Google
546,"The #SXSW GO app no available for Blackberry and Windows 7 in addition to iPhone, iPad, and Android: {link}",iPad or iPhone App,Positive,Apple
547,I need to go to #sxsw. but i have 7-mo. old. no sitter. know where to score apple-martin-like #babyheadphones ?,apple,Neutral,Apple
548,I have to go to SXSW next year! RT @mention Apple to open temporary store at #SXSW {link},apple,Neutral,Apple
549,"I want to go to the Apple pop-up store, but I'm afraid I'll leave with a new iPad. #SXSW",iPad,Positive,Apple
550,Hey #sxsw goers! I'm droppin survival tips all week to help you get you rock on!  Best hangover cure: Tamale House 3! {link},Unknown,Neutral,Unknown
551,"If a bomb goes off in this convention center, Apple is going to lose a devastating share of it's customer base #sxsw",apple,Neutral,Apple
552,"OMG...I'm going down to #SXSW With: MacBook Pro, iPad, iPhone4, iPod, and a Galaxy Tab... #TechGeek",iPad,Positive,Apple
553,"If youÛªre going to #SXSW and want to talk about HTML and CSS, catch @mention from the Google Webmaster Team.",google,Neutral,Google
554,So who is going to see @mention tonight?!?? {link} #SXSW,Unknown,Neutral,Unknown
555,I have my golden tickets f 4sq party Day after the real party #Redbullbpm with Felix da Housecat playing on iPad! #SXSW  {link},ipad,Positive,Apple
556,@mention  good morning 2 u!  Enjoy #Sxsw and ride anywhere in Austin for $10 .  dwnld the #GroundLink app{link} booth 437,Unknown,Neutral,Unknown
557,"Queue for Google (and, er, Bing) talk on spam is ridiculous. Busiest I've seen. #SXSW",google,Neutral,Google
558,haha. the google &quot;Party like it's 1986&quot; Party {link} #SXSW,Google,Neutral,Google
559,"GSD&amp;M Google #sxsw party with @mention is blowing my mind. So much amazing food, drink, music, &amp; photo booth fun!",google,Positive,Google
560,#SXSW the google authenticator app for mobile devices is a step ahead...,Other Google product or service,Positive,Google
561,.@mention Google Circles will be the first real alternative to Facebook #sxsw,Other Google product or service,Positive,Google
562,When will Google Circles launch? {link} &quot;May have good timing given Twitter? #sxsw,google,Neutral,Google
563,ÛÏ@mention Google doesn't place any value on your domain extension. They are all equal. #SXSW #qagbÛ,google,Neutral,Google
564,Attending Google keynote. Seeing Google maps for mobile features.  #SXSW,google,Neutral,Google
565,&quot;The Google name was built on getting things out there and trying them out.&quot; -Marissa Mayer #sxsw frm @mention,google,Neutral,Google
566,ÛÏ@mention Google now lets you block sites you can't stand {link} How about #sxsw blocking that looks like what I need,Google,Positive,Google
567,Length of Google penalty based on severity of breach of webmaster guidelines. i.e.white text on white bgr might get 30 day pen. #sxsw #qagb,google,Negative,Google
568,ÛÏ@mention Google set to launch new social network #Circles today at #sxswÛ @mention  @mention,google,Neutral,Google
569,I need to google that lonelyboy15 @mention talks about all the time ;) #sxsw #enchantment,google,Neutral,Google
570,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today (Updated) - did it happen #sxsw {link}",google,Neutral,Google
571,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW",google,Neutral,Google
572,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ 

Something to keep watch",google,Neutral,Google
573,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ 
It'll never beat myspace.",Other Google product or service,Negative,Google
574,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ @mention",google,Neutral,Google
575,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ @mention  bigger than gaga",Other Google product or service,Positive,Google
576,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ #fb",google,Neutral,Google
577,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ #HNWSXSW",google,Neutral,Google
578,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ %GOOG",google,Neutral,Google
579,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ Dejavu all over again.",google,Neutral,Google
580,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ sta, nije im dosta GBuzz-a?",google,Neutral,Google
581,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ te dije wey @mention",google,Neutral,Google
582,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ. Super interesting...",Google,Positive,Google
583,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} rt @mention #sxswÛ",google,Neutral,Google
584,"ÛÏ@mention Google to launch major new social network called Circles, possibly today at SXSW: {link} #sxsw #nfusionÛ #hmm",google,Neutral,Google
585,"ÛÏ@mention Google to Launch New Social Network Called Circles, Today? {link} #sxswÛ Applause for a new privacy model attempt",google,Positive,Google
586,#technews Google to launch new social network at SXSW? {link} #Tech_News #ACLU #SXSW #tech,google,Neutral,Google
587,BREAKING: Google to Launch Major New Social Network Called Circles...Today? {link} via @mention #sxsw #socialmedia,google,Neutral,Google
588,"Diller on Google TV: &quot;The first product wasn't good. It wasn't a consumer product, basically.&quot; #sxsw #diller",Other Google product or service,Neutral,Google
589,.@mention Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW  | RT @mention,Google,Positive,Google
590,.@mention Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW RT @mention,google,Neutral,Google
591,"#SXSW Why Google, Apple, EA Games, Zynga, Facebook, Microsoft and Intuit went gaga for The Go Game: {link}",google,Neutral,Google
592,Future of Google: Contextual discovery. Location + context helps us go deeper than ever. Searches without search @mention #sxsw,Google,Positive,Google
593,ÛÏ@mention Google's Cutts says reputation and topicality are the 2 keys that matter in site rankings. #qagb #sxswÛ = saying trust &amp; LDA,google,Neutral,Google
594,What will Google's Marissa Mayer talk about at 3.30? Worth going? #sxsw,google,Neutral,Google
595,Ironic? I googled the directions to @mention party and ended up walked 6 blocks in the wrong direction. Time for bed I think. #SXSW,google,Neutral,Google
596,"Check out GoogleTV to iPad Apps: The Connected TV Experience at SXSW.
{link} #SXSW #ConnectedTV",iPad or iPhone App,Positive,Apple
597,"Check out GoogleTV to iPad Apps: The Connected TV Experience at SXSW.
{link} #SXSW #ConnectedTV Fascinating!",iPad or iPhone App,Positive,Apple
598,CNNMoney: Got a craving? #SXSW minds created an app for that - Foodspotting {link} #iPhone #apps,iphone,Positive,Apple
599,Microsoft got me so drunk I changed my iPhone default search to yahoo. #SXSW,iphone,Neutral,Apple
600,/@mention Grab the latest @mention before #SXSW! {link} #saytextson!,Unknown,Neutral,Unknown
601,msc_page: Guy gets tattoo at SXSW so he could win a free iPad2 {link} #sxsw #tattoo #ipadÛ_ {link} #allshare,iPad,Neutral,Apple
602,Bring it  guys! About to start  in Austin with @mention and @mention at #touchingstories ##SXSW  &quot;Designing Digital Magazines for the iPad&quot;,ipad,Neutral,Apple
603,Less than half an hour and we'll tell you how to win an iPad 2!  RT this now! #SXSW #SXSWi,ipad,Neutral,Apple
604,"iPad 2 in hand, awesome dude gave me cutsies on a 3 hour line. #austin #apple #sxsw #winning",iPad,Positive,Apple
605,IPad 2 in hand.  #SXSW # thisisdare,ipad,Neutral,Apple
606,"I'm gonna hang my iPad and our hacked NOOK around my neck this week so I can become the Flava Flav of #sxsw! Top that, hipsters! #gsdm",ipad,Neutral,Apple
607,.@mention has an something called Google Places with HotPot that works as a recommendation engine. #SxSW,google,Neutral,Google
608,This Post Has Nothing to do with #SXSW {link},Unknown,Neutral,Unknown
609,"#smtravel hasn't heard - Google plans to launch a socnet in May - &quot;Circles&quot;. They have learned a lot in 5 years, lots has changed. via #sxsw",Google,Positive,Google
610,What if I have BB? Discriminatory! ;P RT @mention @mention We're officially at #SXSW! Come by the FC Grill...&amp; make ur own iPhone case!,iphone,Neutral,Apple
611,"I may not have invites to all the &quot;cool&quot; #sxsw #sxswi parties, but I do have two iPhone chargers in my pocket, so you'll be happy to see me!",iphone,Positive,Apple
612,Who would have thunk it? RT @mention Agencies push Google in directions they never would have gone otherwise says @mention #SXSW,google,Neutral,Google
613,ÛÏ@mention Have yet to see someone with a PC (Dell or otherwise) @mention SXSW - all Apple MacBook Pro or iPads...#sxswÛ I'll b there soon!,apple,Neutral,Apple
614,I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2. I love this place!,iPad,Positive,Apple
615,#Apple to Hawk iPad 2 at #SXSW Festival Popup Store!  {link}  by @mention,iPad or iPhone App,Positive,Apple
616,I want to hear @mention tell a Google Love Story! #connectedbrands #SXSW #SXSWiC,google,Neutral,Google
617,Pumped to hear @mention dudes talk about logos over the years. Can I make one? #sxsw #Gsdm,Unknown,Neutral,Unknown
618,Thanks to Heathcare Digital @mention for publishing the news about our new Medical Apps showcased at #SXSW {link} #sxswh,Unknown,Neutral,Unknown
619,"@mention  hello! Enjoy #Sxsw and ride anywhere in Austin for $10 . download the #GroundLink app, {link} booth 437",Unknown,Positive,Unknown
620,"Oh Lordy, here we go... RT @mention What time does the #apple store at #sxsw open? Pulling the #ipad2 trigger.",iPad,Positive,Apple
621,"ÛÏ@mention Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?  Please let me know.Û",android,Neutral,Google
622,Loved the honesty in Google's Marissa Mayer keynote: we have too many products and need to step up customer service for locations #sxsw,Google,Positive,Google
623,Google to Host Developer Day at SXSW {link} #sxsw @mention,google,Neutral,Google
624,T-minus 6 hours: social media mavens start performing degrading sex acts for an iPhone charge. #SXSW,iphone,Neutral,Apple
625,Hey #SXSW how bout donating all this $ your spending on the new #iPad to Japan. Do you REALLY need that thing?,iPad,Negative,Apple
626,"Wondering how much revenue the Austin @mention store grossed on account of the ipad2, amid #sxsw ...what a strategic release...",ipad,Positive,Apple
627,#technews How To ÛÏWinÛ SXSW: Hint ÛÒ ItÛªs The Same Answer Every Year {link} #Tech_News #Bill_Murray #How_To #iPhone #SXSW #tech,iphone,Neutral,Apple
628,"Apple and HP popups at #SXSW. Gee, I wonder which will get more traffic. -  {link}",apple,Neutral,Apple
629,Scavenger Hunt game for businesses released as app for the iPhone at #SXSW {link},iphone,Neutral,Apple
